household_type,income_group,year,inc_before_transfers_taxes,market_inc,wages,employee_contrib_deferred_comp,employer_contrib_health_ins,employer_share_payroll_taxes,federal_unemployment_tax,corp_tax_borne_by_labor,business_inc,capital_gains,tax_exempt_interest,taxable_interest,positive_rental_inc,dividends,corp_tax_borne_by_capital,other_market_inc,social_insurance_benefits,social_security,medicare,unemployment_insurance,workers_compensation
nonelderly_childless_hh,second_quintile,2005,40500,35700,25300,200,2300,1900,100,400,1300,100,0,300,100,200,200,3300,4900,3000,1100,500,300
nonelderly_childless_hh,second_quintile,2006,41400,36400,25700,200,2300,1900,100,400,1500,100,0,300,100,200,200,3300,4900,3100,1200,400,200
nonelderly_childless_hh,second_quintile,2007,43100,38000,26900,200,2200,2000,100,400,1300,200,0,400,200,200,200,3700,5100,3100,1300,500,200
nonelderly_childless_hh,second_quintile,2008,41500,36400,26100,200,2100,2000,100,200,1500,0,0,400,200,200,100,3400,5100,2900,1300,700,200
nonelderly_childless_hh,second_quintile,2009,40500,33600,23800,200,1900,1800,100,200,1600,0,0,300,100,200,100,3300,7000,3500,1400,1900,200
nonelderly_childless_hh,second_quintile,2010,40400,33200,23500,100,1800,1800,100,200,1400,0,0,200,100,200,100,3700,7200,3600,1600,1800,200
nonelderly_childless_hh,second_quintile,2011,39900,33700,24200,200,1900,1800,100,200,1500,100,0,200,200,200,100,3000,6200,3200,1400,1400,200
nonelderly_childless_hh,second_quintile,2012,39100,33000,23700,200,1900,1800,100,300,1700,0,0,100,100,200,100,3000,6100,3300,1600,1000,200
nonelderly_childless_hh,second_quintile,2013,39500,33900,24300,200,1800,1800,100,300,1600,100,0,100,100,200,100,3200,5500,3300,1400,600,200
nonelderly_childless_hh,second_quintile,2014,39900,34400,24900,200,1800,1900,100,300,1700,100,0,100,100,100,100,3100,5500,3300,1500,400,200
nonelderly_childless_hh,second_quintile,2015,41900,36700,26200,200,2000,2000,100,300,1800,100,0,100,200,100,100,3500,5200,3300,1400,300,200
nonelderly_childless_hh,second_quintile,2016,42700,37200,26500,200,2000,2000,100,300,2000,100,0,100,200,100,100,3500,5500,3300,1500,300,300
nonelderly_childless_hh,second_quintile,2017,42900,37300,27000,200,1900,2000,100,200,1700,200,0,100,200,200,100,3200,5700,3500,1600,300,200
nonelderly_childless_hh,second_quintile,2018,44300,39000,28300,200,2100,2100,100,200,1800,200,0,100,200,200,100,3400,5300,3300,1500,200,200
nonelderly_childless_hh,second_quintile,2019,46300,41300,30300,300,2400,2300,100,200,1800,200,0,100,200,200,100,3300,4900,3000,1500,200,200
nonelderly_childless_hh,second_quintile,2020,45400,38000,27700,300,2400,2100,100,200,1400,200,0,100,200,200,100,3000,7400,3100,1800,2300,200
nonelderly_childless_hh,second_quintile,2021,46200,39600,28900,300,2400,2200,100,200,1600,300,0,100,200,100,100,3200,6600,3100,1800,1400,300
nonelderly_childless_hh,second_quintile,2022,46400,41400,30400,300,2100,2300,0,300,1800,100,0,100,200,200,100,3300,5000,2800,1700,300,100
nonelderly_childless_hh,middle_quintile,1979,52600,50600,39200,0,2100,2200,200,500,1500,200,0,1300,200,200,500,2600,2000,1300,200,400,200
nonelderly_childless_hh,middle_quintile,1980,50500,48300,37800,0,1600,2200,200,400,1200,200,0,1600,200,200,400,2400,2200,1100,200,700,200
nonelderly_childless_hh,middle_quintile,1981,50600,48500,37700,0,1700,2300,100,300,1100,200,0,1800,200,300,300,2300,2100,1200,200,600,100
nonelderly_childless_hh,middle_quintile,1982,50000,47700,36800,0,1900,2300,200,200,1000,200,0,2100,200,400,200,2300,2400,1200,200,800,200
nonelderly_childless_hh,middle_quintile,1983,49800,47500,35800,0,2000,2200,200,300,1200,300,0,1900,200,300,300,2700,2300,1100,200,800,200
nonelderly_childless_hh,middle_quintile,1984,52700,50800,37500,100,2100,2500,200,300,1900,300,100,2200,300,400,300,2800,2000,1100,200,400,300
nonelderly_childless_hh,middle_quintile,1985,52700,50700,37700,200,2100,2600,200,300,1600,200,100,2100,200,400,300,3100,1900,1000,200,500,200
nonelderly_childless_hh,middle_quintile,1986,53900,51800,38600,200,2000,2700,200,300,1700,400,100,1700,300,400,300,3000,2100,1200,300,500,200
nonelderly_childless_hh,middle_quintile,1987,53900,51800,38700,200,2200,2700,200,400,1700,300,0,1500,200,400,400,3000,2100,1200,300,400,200
nonelderly_childless_hh,middle_quintile,1988,54500,52500,38300,300,2300,2800,200,400,1800,300,100,1600,200,400,400,3600,2000,1100,300,400,300
nonelderly_childless_hh,middle_quintile,1989,54800,53000,38900,300,2400,2800,100,400,1800,200,0,1600,200,400,300,3500,1800,1000,200,400,300
nonelderly_childless_hh,middle_quintile,1990,55500,53200,39100,300,2400,2900,100,400,1800,100,0,1400,300,300,300,3800,2300,1300,300,500,200
nonelderly_childless_hh,middle_quintile,1991,54500,52000,38000,300,2300,2800,100,300,1700,200,0,1500,200,300,300,3800,2500,1200,400,600,300
nonelderly_childless_hh,middle_quintile,1992,55500,52700,38500,400,2500,2900,100,400,1900,200,0,1000,200,300,300,4000,2800,1300,400,800,300
nonelderly_childless_hh,middle_quintile,1993,54800,52200,37700,400,2900,2800,100,400,1700,300,0,800,200,300,300,4200,2600,1300,400,700,300
nonelderly_childless_hh,middle_quintile,1994,55000,52500,38200,400,2900,2800,100,400,1600,200,0,700,300,300,300,4200,2500,1300,400,500,200
nonelderly_childless_hh,middle_quintile,1995,56900,54700,39600,600,3000,3000,100,500,1700,300,100,800,200,300,400,4300,2200,1200,400,500,200
nonelderly_childless_hh,middle_quintile,1996,58000,55600,40400,600,3000,3000,100,500,1600,300,0,800,200,300,400,4100,2400,1300,500,500,200
nonelderly_childless_hh,middle_quintile,1997,59200,56900,41800,700,2800,3100,100,500,1500,400,0,800,200,300,300,4200,2300,1300,400,500,200
nonelderly_childless_hh,middle_quintile,1998,61400,59100,43300,800,2800,3200,100,500,1900,400,0,800,200,300,300,4500,2300,1300,400,400,100
nonelderly_childless_hh,middle_quintile,1999,63400,60900,45100,900,2800,3400,100,500,1500,500,0,700,200,300,300,4500,2500,1500,400,400,100
nonelderly_childless_hh,middle_quintile,2000,63600,61200,45200,900,2800,3400,100,500,1600,600,0,700,200,300,300,4500,2400,1500,400,400,200
nonelderly_childless_hh,middle_quintile,2001,64000,61000,45000,900,2900,3400,100,300,1700,100,0,800,200,400,200,4800,3100,1800,500,600,200
nonelderly_childless_hh,middle_quintile,2002,62900,59400,43900,500,3200,3300,100,300,1700,0,0,500,200,300,200,5000,3600,2000,600,800,200
nonelderly_childless_hh,middle_quintile,2003,63000,59200,43200,600,3400,3200,100,400,1500,100,100,500,300,300,200,5200,3800,2200,600,800,200
nonelderly_childless_hh,middle_quintile,2004,64500,60900,44300,600,3900,3300,100,500,1800,100,0,400,200,300,300,5000,3600,2200,600,600,200
nonelderly_childless_hh,middle_quintile,2005,65400,62000,44600,700,4100,3300,100,700,1700,200,0,400,200,300,300,5200,3500,2200,600,500,200
nonelderly_childless_hh,middle_quintile,2006,65900,62400,45100,700,4100,3400,100,800,1600,300,0,500,200,300,300,4900,3500,2200,700,400,200
nonelderly_childless_hh,middle_quintile,2007,68900,65300,47700,800,3800,3600,100,700,1500,400,0,600,200,300,300,5200,3600,2200,800,500,200
nonelderly_childless_hh,middle_quintile,2008,66200,62600,46100,800,3800,3500,100,400,1400,100,0,500,200,300,200,5100,3600,2100,800,600,200
nonelderly_childless_hh,middle_quintile,2009,65300,60200,44100,700,3800,3300,100,300,1500,0,100,400,200,300,100,5300,5100,2400,800,1700,200
nonelderly_childless_hh,middle_quintile,2010,64600,59200,43000,600,3700,3200,100,400,1600,0,0,300,200,200,200,5500,5400,2700,1000,1600,100
nonelderly_childless_hh,middle_quintile,2011,63800,59100,42600,600,3700,3200,100,400,1800,200,100,200,200,300,200,5400,4800,2500,900,1200,100
nonelderly_childless_hh,middle_quintile,2012,63800,59300,43100,700,3800,3200,100,500,1800,100,0,200,200,300,200,5100,4500,2500,900,900,100
nonelderly_childless_hh,middle_quintile,2013,65400,61100,44700,700,3600,3400,100,500,1800,200,0,100,200,200,200,5400,4300,2500,900,700,200
nonelderly_childless_hh,middle_quintile,2014,65800,62000,45700,700,3600,3500,100,600,1700,200,0,200,200,200,200,5000,3800,2300,900,400,200
nonelderly_childless_hh,middle_quintile,2015,68000,64500,47600,800,3800,3600,100,500,1900,300,0,100,200,300,200,5100,3500,2200,800,300,100
nonelderly_childless_hh,middle_quintile,2016,68100,64700,48400,800,4000,3700,100,500,1500,200,0,100,200,200,200,4900,3400,2100,800,300,200
nonelderly_childless_hh,middle_quintile,2017,70100,66400,49700,900,4000,3800,100,400,1700,300,0,100,200,200,100,4900,3600,2200,900,300,200
nonelderly_childless_hh,middle_quintile,2018,71200,67800,50900,900,4000,3900,100,400,1800,300,0,100,200,200,100,5000,3400,2200,900,300,100
nonelderly_childless_hh,middle_quintile,2019,73800,70100,53000,1000,4300,4000,100,400,1800,300,0,100,200,200,100,4600,3700,2300,1000,300,200
nonelderly_childless_hh,middle_quintile,2020,74000,68600,51200,1000,4400,3900,100,400,1600,400,0,200,200,300,100,4800,5400,2500,1200,1600,200
nonelderly_childless_hh,middle_quintile,2021,74000,69600,51800,1000,4300,3900,100,400,1900,600,0,100,200,300,100,5000,4400,2200,1100,1000,100
nonelderly_childless_hh,middle_quintile,2022,74600,71000,53400,1100,4000,4100,100,500,2000,300,0,100,200,300,200,4700,3700,2100,1200,300,100
nonelderly_childless_hh,fourth_quintile,1979,75000,73700,59300,0,2800,3400,200,800,1700,300,0,1800,200,300,600,2200,1300,700,100,300,200
nonelderly_childless_hh,fourth_quintile,1980,74000,72400,58100,0,2400,3300,200,600,1700,400,0,2200,200,300,600,2300,1600,800,100,500,100
nonelderly_childless_hh,fourth_quintile,1981,74800,73100,58500,0,2500,3600,200,500,1300,300,0,2600,200,400,500,2400,1700,800,200,500,100
nonelderly_childless_hh,fourth_quintile,1982,74400,72500,57200,0,2700,3500,200,300,1400,300,0,3100,200,500,300,2600,1900,900,200,700,100
nonelderly_childless_hh,fourth_quintile,1983,74600,72800,56900,0,2800,3600,200,400,1800,500,0,2700,200,500,400,2800,1800,900,200,600,100
nonelderly_childless_hh,fourth_quintile,1984,78400,76800,58800,300,2800,3800,200,500,2600,500,100,2900,400,500,500,3000,1500,800,200,400,100
nonelderly_childless_hh,fourth_quintile,1985,78600,77100,59900,400,3000,4000,200,500,1800,500,100,2800,200,500,400,3000,1400,700,200,300,200
nonelderly_childless_hh,fourth_quintile,1986,81400,79800,62100,500,3000,4200,200,500,1900,800,100,2500,200,500,400,2900,1500,800,200,400,100
nonelderly_childless_hh,fourth_quintile,1987,82400,80900,62000,600,3300,4200,200,600,2200,500,100,2200,300,600,600,3400,1600,800,200,400,200
nonelderly_childless_hh,fourth_quintile,1988,83500,82000,62400,700,3500,4500,200,600,2200,300,100,2200,200,600,500,3800,1500,800,200,300,200
nonelderly_childless_hh,fourth_quintile,1989,84100,82500,62200,800,3600,4500,200,600,2200,400,100,2300,300,600,500,4100,1600,900,200,300,200
nonelderly_childless_hh,fourth_quintile,1990,83400,81600,62000,800,3700,4600,200,600,2000,200,100,2300,200,500,500,4000,1800,900,200,400,200
nonelderly_childless_hh,fourth_quintile,1991,83000,81000,61200,800,3600,4500,200,500,2100,300,100,2000,300,600,500,4300,2000,1000,200,600,200
nonelderly_childless_hh,fourth_quintile,1992,83300,81100,61200,900,4000,4500,200,600,2100,300,100,1500,300,500,400,4500,2200,1100,300,700,200
nonelderly_childless_hh,fourth_quintile,1993,83500,81200,60800,1000,4400,4500,200,600,2000,400,100,1100,300,500,500,4700,2200,1100,300,600,200
nonelderly_childless_hh,fourth_quintile,1994,84300,82300,61600,1100,4600,4500,100,700,1900,400,100,1000,300,500,500,4800,1900,1100,200,400,200
nonelderly_childless_hh,fourth_quintile,1995,86300,84500,62700,1400,4600,4700,100,800,2200,400,100,1200,300,500,600,4900,1800,1000,300,400,100
nonelderly_childless_hh,fourth_quintile,1996,87900,86100,63900,1600,4500,4800,100,800,2000,600,100,1200,300,500,600,5000,1900,1000,300,400,100
nonelderly_childless_hh,fourth_quintile,1997,90100,88100,65300,1700,4100,4900,100,800,2400,800,100,1200,300,600,600,5300,2100,1100,300,300,300
nonelderly_childless_hh,fourth_quintile,1998,94200,92200,68900,2000,4100,5200,100,800,2300,900,100,1200,300,500,500,5500,2000,1200,300,300,100
nonelderly_childless_hh,fourth_quintile,1999,97000,95100,70600,2200,4000,5300,100,800,2300,1100,100,1100,300,500,500,6000,1900,1100,300,300,100
nonelderly_childless_hh,fourth_quintile,2000,98400,96500,71600,2400,4200,5400,100,800,2100,1000,100,1100,300,600,500,6200,1900,1200,300,300,100
nonelderly_childless_hh,fourth_quintile,2001,97500,95200,70900,2300,4300,5400,100,500,2100,400,100,1000,300,500,300,6800,2300,1400,300,500,200
nonelderly_childless_hh,fourth_quintile,2002,95900,93300,70300,1700,4700,5200,100,500,2000,100,100,800,300,400,300,6700,2600,1300,400,700,100
nonelderly_childless_hh,fourth_quintile,2003,96500,93900,69400,1900,5200,5200,100,700,2300,100,100,700,300,400,400,7000,2600,1500,300,700,100
nonelderly_childless_hh,fourth_quintile,2004,99900,97200,71200,2000,5900,5300,100,800,2400,400,100,600,300,400,400,7200,2700,1600,500,500,100
nonelderly_childless_hh,fourth_quintile,2005,101300,98800,71700,2100,6400,5400,100,1100,2400,500,100,600,300,500,500,7100,2500,1500,400,400,200
nonelderly_childless_hh,fourth_quintile,2006,103700,100900,73300,2100,6300,5500,100,1200,2400,700,100,800,300,500,600,6900,2700,1700,500,400,200
nonelderly_childless_hh,fourth_quintile,2007,105800,103200,75400,2200,6000,5700,100,1100,2300,800,100,1000,300,600,500,7100,2600,1600,500,400,100
nonelderly_childless_hh,fourth_quintile,2008,103500,100600,74300,2200,5900,5600,100,600,1900,200,100,800,300,500,300,7700,2900,1600,500,600,100
nonelderly_childless_hh,fourth_quintile,2009,100400,96800,71800,1900,5900,5400,100,500,2100,0,100,600,300,400,200,7300,3700,1700,600,1300,100
nonelderly_childless_hh,fourth_quintile,2010,99700,96100,70700,1900,5900,5300,100,700,2200,100,100,400,300,500,300,7500,3700,1800,500,1300,100
nonelderly_childless_hh,fourth_quintile,2011,100300,96900,71100,1900,6000,5300,100,700,2300,300,100,300,300,500,300,7700,3400,1800,600,1000,100
nonelderly_childless_hh,fourth_quintile,2012,101000,97500,71300,2000,5900,5400,100,800,2600,200,100,300,400,400,300,7800,3400,1900,600,800,100
nonelderly_childless_hh,fourth_quintile,2013,102800,99700,73400,2100,5800,5500,100,800,2500,400,100,200,400,400,400,7500,3100,1800,500,600,100
nonelderly_childless_hh,fourth_quintile,2014,105100,102200,75700,2200,5800,5700,100,1000,2500,600,100,200,300,400,400,7400,2900,1700,600,400,100
nonelderly_childless_hh,fourth_quintile,2015,108800,106100,78500,2300,6000,5900,100,900,2700,600,100,200,300,400,400,7700,2700,1700,600,400,100
nonelderly_childless_hh,fourth_quintile,2016,109500,106800,80000,2300,6100,6100,100,900,2500,400,100,200,300,400,300,7100,2700,1700,600,300,100
nonelderly_childless_hh,fourth_quintile,2017,111200,108700,81500,2400,6300,6200,100,700,2500,700,0,200,300,400,200,7200,2600,1600,600,300,100
nonelderly_childless_hh,fourth_quintile,2018,113100,110400,82400,2600,6200,6300,100,600,2600,700,100,200,300,500,200,7500,2800,1800,700,300,100
nonelderly_childless_hh,fourth_quintile,2019,116900,114100,85500,2800,6500,6500,100,600,2700,700,100,300,300,600,200,7400,2700,1700,700,300,100
nonelderly_childless_hh,fourth_quintile,2020,117900,114100,86100,2900,6500,6600,100,600,2200,800,100,200,300,500,200,7000,3800,1600,800,1300,100
nonelderly_childless_hh,fourth_quintile,2021,118900,115700,85900,3000,6400,6600,100,700,3200,1400,0,200,300,500,200,7100,3200,1600,700,700,200
nonelderly_childless_hh,fourth_quintile,2022,120300,117700,88700,3100,6200,6800,100,900,3000,600,0,200,300,600,300,6900,2600,1500,800,300,100
nonelderly_childless_hh,highest_quintile,1979,149600,148700,103000,0,3900,4700,200,1300,9000,8000,400,5900,1200,3200,4500,3200,900,500,100,200,100
nonelderly_childless_hh,highest_quintile,1980,146600,145500,102400,0,3300,4700,200,1100,7500,7200,400,7300,1200,3300,3600,3400,1100,500,100,400,100
nonelderly_childless_hh,highest_quintile,1981,146700,145700,102700,0,3400,5200,200,900,6100,6800,400,8800,1400,3500,2800,3300,1100,500,100,300,100
nonelderly_childless_hh,highest_quintile,1982,148700,147400,104100,0,3800,5500,200,600,5900,7600,600,8400,1500,3700,1700,3900,1300,700,100,400,100
nonelderly_childless_hh,highest_quintile,1983,153000,151700,106100,0,4000,5600,200,700,6500,9700,800,7300,1300,2900,2200,4300,1300,700,200,300,100
nonelderly_childless_hh,highest_quintile,1984,164400,163300,111100,800,3900,6100,200,900,9100,10900,1000,8100,1300,2700,2600,4600,1200,600,200,300,100
nonelderly_childless_hh,highest_quintile,1985,167100,166000,111200,1100,4100,6300,200,800,8100,13200,1200,8000,1300,3300,2600,4500,1200,700,200,200,100
nonelderly_childless_hh,highest_quintile,1986,182500,181300,115600,1400,4200,6700,200,900,8900,23600,1300,6800,1100,3200,2700,4600,1200,600,200,300,100
nonelderly_childless_hh,highest_quintile,1987,176500,175300,119400,1500,4800,6800,200,1200,10300,9200,1500,7100,1300,3300,3300,5300,1200,700,100,200,100
nonelderly_childless_hh,highest_quintile,1988,191100,189800,123900,1700,5300,7200,200,1200,14000,10500,1700,8000,1400,4000,3700,7000,1300,800,100,200,200
nonelderly_childless_hh,highest_quintile,1989,188900,187600,122700,2000,5400,7200,200,1200,13700,9000,1800,8800,1400,3800,3400,7000,1400,800,200,200,100
nonelderly_childless_hh,highest_quintile,1990,189000,187600,123200,2000,5400,7300,200,1100,14300,7400,2000,9000,1500,3700,3500,7000,1400,800,200,300,200
nonelderly_childless_hh,highest_quintile,1991,181800,180400,121200,2000,5300,7400,200,1000,13000,6100,1900,7400,1500,3300,3000,7100,1400,800,200,400,100
nonelderly_childless_hh,highest_quintile,1992,189300,187800,125800,2500,6000,7600,200,1100,14700,6700,1900,5500,1600,3100,3300,7700,1600,800,200,400,100
nonelderly_childless_hh,highest_quintile,1993,187100,185500,123300,2600,6600,7500,200,1300,14000,7600,1800,4400,1900,3000,3900,7300,1600,900,200,400,100
nonelderly_childless_hh,highest_quintile,1994,190500,189100,124500,2900,7200,7800,200,1400,15300,7700,1700,4100,1700,3000,4300,7200,1400,700,200,300,200
nonelderly_childless_hh,highest_quintile,1995,197500,196100,127900,3500,6900,8100,200,1500,14600,8600,1800,4800,2000,3400,4700,8000,1400,800,200,300,100
nonelderly_childless_hh,highest_quintile,1996,207300,205900,131700,4000,6800,8300,200,1600,15800,12500,1600,5000,1700,3500,4900,8300,1500,800,300,300,100
nonelderly_childless_hh,highest_quintile,1997,220900,219400,137600,4000,6100,8500,200,1700,17200,17300,1500,5000,1800,4200,5300,9000,1400,800,300,200,100
nonelderly_childless_hh,highest_quintile,1998,234100,232800,143500,4500,6000,8900,100,1600,18800,21500,1600,5200,1700,4000,5200,10400,1300,800,200,200,100
nonelderly_childless_hh,highest_quintile,1999,245800,244500,149500,4900,6100,9200,100,1700,19200,25100,1500,5000,1800,4300,5300,10700,1300,800,200,200,100
nonelderly_childless_hh,highest_quintile,2000,257400,256000,155500,5100,6200,9500,100,1700,18800,27500,1800,5700,1900,5000,5300,11800,1400,900,200,200,100
nonelderly_childless_hh,highest_quintile,2001,234700,233200,153000,5200,6500,9600,100,1100,18700,13100,1500,4900,1900,3400,3400,10800,1500,800,200,300,100
nonelderly_childless_hh,highest_quintile,2002,223300,221500,147600,5900,7100,9400,100,1000,18400,8800,1400,3400,1700,2500,2900,11200,1800,900,200,500,100
nonelderly_childless_hh,highest_quintile,2003,228500,226700,147300,7300,8100,9500,100,1400,18700,10600,1300,2800,1700,2800,4000,10900,1800,900,300,500,100
nonelderly_childless_hh,highest_quintile,2004,245600,243900,150400,7600,9000,9600,100,1800,21500,17000,1300,2900,1800,3800,5300,11800,1700,900,300,400,100
nonelderly_childless_hh,highest_quintile,2005,269900,268100,153000,7900,9500,9600,100,2400,26900,25700,1600,4200,2000,4700,7900,12500,1800,1100,300,300,100
nonelderly_childless_hh,highest_quintile,2006,274100,272300,154700,8300,9200,9700,100,2600,26000,26500,1900,5400,1900,5300,8100,12700,1800,1100,400,300,100
nonelderly_childless_hh,highest_quintile,2007,277400,275700,159800,8600,9000,10100,100,2200,24300,26600,1900,5900,1800,5700,6400,13300,1700,1100,300,200,100
nonelderly_childless_hh,highest_quintile,2008,259600,257800,160000,8600,9000,10200,100,1400,23500,13900,1900,4600,2100,5200,3900,13400,1800,1000,300,400,100
nonelderly_childless_hh,highest_quintile,2009,239700,237300,153900,8100,9300,10100,100,1000,21400,6700,1600,3200,1700,3700,2900,13600,2400,1100,300,900,0
nonelderly_childless_hh,highest_quintile,2010,244100,241600,154300,8000,9000,10000,100,1400,20800,9500,1500,2500,1800,3900,3800,15000,2500,1200,400,800,100
nonelderly_childless_hh,highest_quintile,2011,249000,246800,157400,8200,9100,10100,100,1400,22000,10100,1400,2200,1900,4100,3900,14900,2200,1100,400,600,100
nonelderly_childless_hh,highest_quintile,2012,264800,262500,161400,8300,8800,10200,100,1700,24700,16500,1300,2100,2100,5700,4900,14600,2200,1200,400,500,100
nonelderly_childless_hh,highest_quintile,2013,258000,256000,161900,8500,8800,10500,100,1900,24000,12000,1200,1800,2000,4300,4900,14000,2000,1100,400,400,100
nonelderly_childless_hh,highest_quintile,2014,270100,268200,166300,8800,8800,10700,100,2100,25200,16800,1100,1700,2200,4900,5400,14200,1900,1100,400,300,100
nonelderly_childless_hh,highest_quintile,2015,274000,272200,171300,9300,9100,11100,100,2000,24900,16000,1000,1600,1900,4500,4900,14600,1800,1100,400,300,0
nonelderly_childless_hh,highest_quintile,2016,278600,276500,175300,9300,9300,11200,100,1900,25800,15500,1100,1700,1700,4700,5100,13800,2100,1200,500,300,100
nonelderly_childless_hh,highest_quintile,2017,289400,287500,180100,9600,9500,11600,100,1400,28000,19800,1000,1800,1700,5000,3700,14100,1900,1100,400,200,100
nonelderly_childless_hh,highest_quintile,2018,307300,305500,187700,10000,8800,11800,100,1400,30400,24100,1100,2700,2000,6400,4100,15000,1800,1100,500,200,0
nonelderly_childless_hh,highest_quintile,2019,308500,306600,191300,10300,9200,12200,100,1300,28900,21100,1100,2900,2000,6200,3700,16300,2000,1200,500,200,100
nonelderly_childless_hh,highest_quintile,2020,325400,322700,198800,10800,9200,12600,100,1400,30900,28000,1000,2300,1700,5900,3700,16400,2700,1200,500,900,100
nonelderly_childless_hh,highest_quintile,2021,356400,353900,201400,10500,8900,12400,100,1600,37100,48300,900,1800,1900,6900,4600,17400,2400,1200,700,500,100
nonelderly_childless_hh,highest_quintile,2022,330900,329000,200200,10600,8600,12600,100,2000,34900,26800,800,2200,2200,6700,5400,16000,1900,1100,600,200,0
nonelderly_childless_hh,percentiles_81_90,1979,103300,102300,81900,0,3600,4400,200,1100,2900,800,0,2800,300,600,1100,2500,1000,500,100,300,100
nonelderly_childless_hh,percentiles_81_90,1980,101300,100100,80100,0,3100,4400,200,900,2600,700,0,3500,400,700,1000,2700,1200,500,100,500,100
nonelderly_childless_hh,percentiles_81_90,1981,102000,100700,80300,0,3100,4800,200,700,2200,600,100,4100,400,700,800,2700,1200,600,100,400,200
nonelderly_childless_hh,percentiles_81_90,1982,101900,100500,79700,0,3400,4800,200,400,2000,600,100,4400,700,900,500,2800,1400,700,100,500,100
nonelderly_childless_hh,percentiles_81_90,1983,103700,102300,81500,0,3600,5000,200,600,2200,700,100,3700,400,700,500,3200,1400,700,200,400,100
nonelderly_childless_hh,percentiles_81_90,1984,110300,109100,85500,500,3600,5500,200,700,3100,700,100,4100,300,600,700,3300,1200,600,200,300,100
nonelderly_childless_hh,percentiles_81_90,1985,108900,107600,84200,900,3700,5500,200,600,2500,900,100,3800,400,800,600,3400,1300,700,200,300,100
nonelderly_childless_hh,percentiles_81_90,1986,115300,114000,88600,1100,3800,6000,200,700,3200,1700,100,3500,300,800,600,3400,1300,600,200,400,100
nonelderly_childless_hh,percentiles_81_90,1987,116500,115200,89300,1200,4400,6000,200,900,3000,900,200,3100,300,1000,800,4000,1200,700,100,300,200
nonelderly_childless_hh,percentiles_81_90,1988,117400,116200,88800,1300,4600,6300,200,900,3400,600,200,3000,400,1000,800,4800,1200,600,100,300,200
nonelderly_childless_hh,percentiles_81_90,1989,120000,118600,89200,1500,4700,6300,200,900,3800,800,300,3600,400,900,800,5200,1400,800,200,300,200
nonelderly_childless_hh,percentiles_81_90,1990,117800,116400,88400,1600,4800,6400,200,800,3100,500,200,3300,400,800,700,5100,1500,800,200,400,100
nonelderly_childless_hh,percentiles_81_90,1991,115200,113700,86200,1500,4700,6200,200,700,3200,600,200,2800,400,800,700,5500,1500,800,200,400,100
nonelderly_childless_hh,percentiles_81_90,1992,116000,114300,86900,1800,5200,6300,200,800,3000,600,200,2000,300,700,700,5500,1700,900,200,500,200
nonelderly_childless_hh,percentiles_81_90,1993,117300,115700,87300,2000,5900,6400,200,900,2900,800,200,1600,400,800,800,5500,1600,800,200,500,200
nonelderly_childless_hh,percentiles_81_90,1994,120000,118500,89400,2200,6200,6500,200,1000,3200,600,200,1500,400,700,800,5400,1500,800,200,400,200
nonelderly_childless_hh,percentiles_81_90,1995,122400,121000,90200,2600,6100,6600,200,1100,2800,700,300,1800,600,900,1000,6100,1400,800,200,300,100
nonelderly_childless_hh,percentiles_81_90,1996,126200,124500,92400,3200,5900,6800,200,1200,2900,1100,300,1700,500,1000,1000,6400,1600,900,300,300,100
nonelderly_childless_hh,percentiles_81_90,1997,129800,128400,95100,3300,5400,7100,200,1200,3500,1500,200,1700,500,1000,900,6800,1500,800,300,300,100
nonelderly_childless_hh,percentiles_81_90,1998,134500,133100,98800,3700,5200,7400,200,1100,3700,1700,200,1800,400,900,800,7300,1400,800,200,200,100
nonelderly_childless_hh,percentiles_81_90,1999,139300,138000,101900,4100,5300,7600,100,1200,4000,2200,100,1700,500,1000,900,7300,1300,800,200,200,100
nonelderly_childless_hh,percentiles_81_90,2000,142200,140800,103400,4300,5300,7800,100,1100,3700,2400,200,1700,500,1200,900,8200,1400,900,200,200,100
nonelderly_childless_hh,percentiles_81_90,2001,139400,137800,102500,4300,5600,7700,100,800,3900,800,200,1700,600,800,600,8100,1600,900,200,400,100
nonelderly_childless_hh,percentiles_81_90,2002,137800,135800,101800,3700,6200,7600,100,700,3300,600,200,1300,500,700,500,8600,1900,900,200,600,100
nonelderly_childless_hh,percentiles_81_90,2003,140400,138400,102600,4400,7000,7700,100,1000,3800,400,200,900,500,700,600,8500,2000,1000,300,600,100
nonelderly_childless_hh,percentiles_81_90,2004,144800,142900,103800,4700,7900,7800,100,1200,3800,900,200,800,500,800,700,9500,1900,1000,300,400,200
nonelderly_childless_hh,percentiles_81_90,2005,147900,146100,104700,4900,8500,7900,100,1600,4400,1300,200,1100,500,800,900,9200,1800,1100,300,400,200
nonelderly_childless_hh,percentiles_81_90,2006,151700,149700,106700,5100,8300,8000,100,1800,4200,1800,200,1500,500,1000,1100,9300,2000,1200,400,300,200
nonelderly_childless_hh,percentiles_81_90,2007,155300,153400,110000,5300,7900,8300,100,1600,4300,1900,200,1600,500,1100,900,9700,1800,1100,400,300,100
nonelderly_childless_hh,percentiles_81_90,2008,152100,150000,109300,5200,8000,8300,100,900,3600,600,200,1400,500,1100,500,10300,2100,1200,300,400,100
nonelderly_childless_hh,percentiles_81_90,2009,147300,144800,106600,4600,8200,8000,100,700,3300,200,200,900,600,800,400,10200,2600,1200,300,1000,0
